source,target,weight
comercial,graciano,6
comercial,pimienta,6
comercial,tomar,6
viticultor,aroma,6
curioso,mujer,6
curioso,particular,6
enomatic,mejor,6
enomatic,feliz,6
definitiva,color,6
definitiva,añada,6
sotobosque,ocasión,6
añada,fuerte,6
añada,rudo,6
resistencia,botella,6
resistencia,anterior,6
acidez,porcentaje,6
acidez,objetivo,6
presente,ocasión,6
curioso,rf,6
curioso,vendimia,6
cambio,vainilla,6
prieto,especiado,6
prieto,tostado,6
prieto,largo,6
prieto,fina,6
prieto,sedoso,6
prieto,cacao,6
partir,mano,6
partir,graciano,6
autóctona,integrada,6
autóctona,maceración,6
autóctona,limitado,6
limpio,dulzón,6
prieto,café,6
comercial,cuerpo,6
boca,empalagoso,6
finca,decantado,6
cambio,potente,6
cambio,goloso,6
mentrida,tostado,6
mentrida,toledo,6
mentrida,bodega,6
mentrida,negro,6
presente,maridaje,6
presente,macabeo,6
presente,mano,6
añada,estación,6
curioso,centenaria,6
curioso,arcilloso,6
curioso,pendiente,6
curioso,arenoso,6
cambio,mayor,6
morata,intensidad,6
roda,graciano,6
roda,madera,6
partir,sauvignon,6
partir,cabernet,6
partir,frutal,6
partir,densa,6
limpio,igual,6
prieto,frambuesa,6
prieto,complejo,6
prieto,probar,6
autóctona,dulce,6
autóctona,presente,6
autóctona,hecho,6
partir,carnoso,6
partir,elaboración,6
curioso,fantástico,6
morata,excelente,6
morata,acidez,6
encontrado,volúmen,6
lengua,tiempo,6
lengua,acidez,6
lengua,cacao,6
acidez,graduación,6
acidez,quinta,6
acidez,degustación,6
presente,apagado,6
mentrida,final,6
lengua,madera,6
lengua,ligero,6
morata,sauvignon,6
morata,merlot,6
morata,crianza,6
cambio,volúmen,6
cambio,verde,6
finca,curiosidad,6
finca,pendiente,6
curioso,cooperativa,6
morata,cabernet,6
término,capa,6
término,fresco,6
tinaja,complejo,6
cambio,cuero,6
curioso,comer,6
curioso,pasado,6
curioso,marca,6
curioso,aporte,6
curioso,acuerdo,6
curioso,necesitar,6
curioso,comentario,6
tinaja,singular,6
tinaja,elaborar,6
tinaja,tintilla,6
lengua,frutal,6
añada,distinta,6
emilio,madera,6
emilio,boca,6
creación,tempranillo,6
resistencia,excelente,6
añada,denominación,6
winebar,igual,6
winebar,recomendable,6
flor,ajustada,6
flor,número,6
sumiller,rojo,6
curioso,pote,6
mayúscula,nota,6
winebar,probar,6
winebar,tomar,6
cortada,agradable,6
cortada,roble,6
añada,gustoso,6
creación,color,6
presente,potencial,6
presente,glicérico,6
pretensión,madera,6
flor,naranja,6
curioso,salir,6
curioso,clara,6
curioso,delicado,6
viognier,opción,6
acidez,pescado,6
acidez,propiedad,6
viognier,anisado,6
resistencia,porrera,6
resistencia,fantástico,6
club,roble,6
club,cacao,6
fenomenal,bodega,6
fenomenal,ligero,6
fenomenal,tempranillo,6
tinaja,flor,6
tinaja,albillo,6
tinaja,persistente,6
curioso,sumar,6
boca,tomo,6
pretensión,uva,6
pretensión,cumple,6
pretensión,sencillo,6
sumiller,capa,6
fenomenal,boca,6
variar,cs,6
variar,uva,6
exceso,aceptable,6
visita,granate,6
boca,moncayo,6
cambio,equilibrado,6
cambio,total,6
cambio,pimienta,6
boca,salida,6
pretensión,rcp,6
pretensión,lágrima,6
verdor,parecer,6
verdor,mal,6
verdor,botella,6
verdor,madera,6
lengua,poder,6
viognier,rcp,6
viognier,inoxidable,6
viognier,tinto,6
viognier,roble,6
presente,claro,6
presente,cena,6
presente,resultado,6
tinaja,dorado,6
tinaja,excelente,6
tinaja,diferente,6
flor,provenir,6
presente,don,6
exceso,llevar,6
verdor,pequeña,6
verdor,fresco,6
verdor,balsámico,6
añada,suficiente,6
añada,valtiendas,6
exceso,torrefacto,6
exceso,sensación,6
exceso,comida,6
flor,llevar,6
cambio,cosa,6
cambio,fácil,6
cambio,seco,6
cambio,estilo,6
cambio,tomar,6
rezar,integrada,6
fenomenal,mejor,6
gamba,ribete,6
gamba,nariz,6
pelear,oferta,6
pelear,rcp,6
presente,contar,6
proveniente,bodega,6
proveniente,negro,6
hollejo,fresco,6
actual,calidad,6
actual,intensidad,6
hollejo,cítrico,6
añada,ordóñez,6
añada,moncayo,6
añada,encantado,6
hollejo,fermentación,6
hollejo,elaborado,6
exceso,anterior,6
exceso,sutil,6
cortada,paladar,6
cortada,frutal,6
telmo,fresco,6
exceso,mazuelo,6
exceso,gruesa,6
exceso,bordelesa,6
flor,placer,6
flor,increíble,6
flor,grafito,6
tinaja,toque,6
pretensión,negro,6
presente,hueso,6
visita,ubicada,6
flor,sacar,6
flor,propia,6
flor,graciano,6
culpa,boca,6
culpa,añada,6
altitud,cedro,6
altitud,reposar,6
actual,café,6
visita,opinión,6
visita,roca,6
finca,caíño,6
actual,tomar,6
actual,rcp,6
actual,mix,6
flor,mayoría,6
rezar,potencia,6
maestro,tiempo,6
maestro,flor,6
maestro,elaborado,6
rezar,equilibrado,6
rezar,nueva,6
rezar,reserva,6
rezar,fresco,6
gamba,cereza,6
cortada,negro,6
acidez,abracadabra,6
maestro,negro,6
maestro,mundo,6
presente,tipo,6
boca,gastronómico,6
visita,abrir,6
finca,carácter,6
visita,compotada,6
visita,salud,6
altitud,resto,6
altitud,gama,6
flor,illescas,6
flor,brillo,6
altitud,vaso,6
altitud,diferente,6
altitud,limpio,6
finca,fudre,6
finca,experiencia,6
finca,ligeramente,6
visita,fantástico,6
exceso,entrada,6
rezar,sedoso,6
actual,mantener,6
graso,inoxidable,6
rezar,acidez,6
rezar,vez,6
contacto,tempranillo,6
presente,ácido,6
presente,fermentación,6
exceso,especial,6
presente,estrella,6
presente,reconocer,6
opción,envejecimiento,6
opción,gruesa,6
opción,cuero,6
telmo,volúmen,6
finca,actual,6
finca,evolucionar,6
sobreponer,concurso,6
sobreponer,excelente,6
rezar,poder,6
rezar,añada,6
maestro,lágrima,6
opción,tapeo,6
opción,momento,6
opción,mesa,6
opción,sencillo,6
opción,fresa,6
visita,total,6
visita,integrada,6
visita,graciano,6
actual,elaboración,6
actual,hecho,6
actual,encontrar,6
opción,sensación,6
blanca,expectativa,6
rezar,contraetiqueta,6
sobreponer,porrera,6
entorno,fruta,6
acidez,excepción,6
opción,mayor,6
flor,potencial,6
aportar,chocolate,6
aportar,vieja,6
actual,baja,6
actual,tiempo,6
flor,denominación,6
flor,justo,6
rareza,blanca,6
sobreponer,mejor,6
presente,antigua,6
acidez,hechos,6
acidez,tudela,6
velada,producción,6
opción,pensar,6
contacto,blanca,6
contacto,amarillo,6
fresco,tradición,6
fresco,redonda,6
fresco,comentario,6
fresco,matorral,6
flor,opinión,6
flor,plantada,6
flor,humo,6
altitud,clavo,6
altitud,placer,6
altitud,arenoso,6
graso,melocotón,6
graso,pera,6
calcáreo,equilibrado,6
opción,trabajar,6
opción,viura,6
calcáreo,graciano,6
graso,especia,6
graso,viura,6
fresco,versión,6
aportar,familia,6
actual,antigua,6
flor,resultar,6
flor,necesitar,6
finca,típico,6
presente,familia,6
fresco,indicar,6
fresco,sicilia,6
altitud,bobet,6
altitud,encantar,6
altitud,dorado,6
predominio,monastrell,6
altitud,violeta,6
altitud,mejorar,6
altitud,flor,6
actual,comida,6
español,excelente,6
español,mundo,6
altitud,pesar,6
altitud,encontrar,6
altitud,fondo,6
altitud,tradicional,6
español,notar,6
altitud,recordar,6
altitud,top,6
fresco,grana,6
fresco,remitir,6
blanca,montaña,6
telmo,roble,6
telmo,menos,6
telmo,largo,6
opción,pie,6
opción,llebre,6
opción,calor,6
opción,pan,6
presente,pelo,6
fresco,amante,6
fresco,penalizar,6
predominio,abundante,6
altitud,albillo,6
predominio,marcada,6
presente,alcohólica,6
presente,expresivo,6
presente,aparecer,6
acidez,velada,6
acidez,alejado,6
velada,mentolado,6
velada,seco,6
opción,cava,6
opción,divertido,6
local,probar,6
aportar,untuoso,6
aportar,verde,6
español,menos,6
finca,pinot,6
finca,crecer,6
local,negro,6
blanca,tocar,6
blanca,franc,6
calcáreo,varietal,6
opción,graciano,6
opción,terruño,6
presente,pago,6
predominante,madura,6
finca,contraetiqueta,6
finca,catar,6
español,ciruela,6
español,posterior,6
español,violáceo,6
español,paladar,6
local,picota,6
local,proyecto,6
local,arena,6
predominante,agradable,6
predominante,vainilla,6
presente,caramelo,6
presente,grado,6
predominio,bosque,6
predominio,monovarietal,6
predominio,lácteo,6
predominio,ahumado,6
predominio,hierba,6
predominio,fácil,6
predominio,fermentar,6
español,atacar,6
finca,vendimia,6
español,tiempo,6
torrontés,agradable,6
torrontés,crianza,6
predominio,poco,6
visita,estupendo,6
visita,aparecer,6
visita,seco,6
visita,estilo,6
fresco,pertenecer,6
visita,sutil,6
graso,sensación,6
graso,cacao,6
predominio,maloláctica,6
predominio,mayor,6
predominio,dulzor,6
predominio,graciano,6
torrontés,persistencia,6
torrontés,rcp,6
altitud,campo,6
acidez,decepcionado,6
predominante,excelente,6
predominante,especia,6
predominante,pimienta,6
opción,terroso,6
presente,mantonegro,6
presente,láctico,6
calcáreo,volúmen,6
altitud,presente,6
altitud,hormigón,6
altitud,hecho,6
español,balsámico,6
español,toque,6
calcáreo,vainilla,6
calcáreo,zona,6
calcáreo,variedad,6
calcáreo,tierra,6
presente,confitura,6
opción,maceración,6
acidez,mieloso,6
acidez,clon,6
graso,joven,6
graso,vainilla,6
visita,ahumado,6
visita,monastrell,6
visita,frambuesa,6
cantabria,madera,6
cantabria,ahumado,6
cantabria,tostado,6
presente,real,6
blanca,percibir,6
blanca,bota,6
local,capa,6
opción,valer,6
presente,medium,6
cantabria,rcp,6
español,limpio,6
aportar,arándano,6
aportar,parecer,6
aportar,casa,6
cantabria,final,6
cantabria,especiado,6
finca,cava,6
graso,agradable,6
calcáreo,joven,6
presente,delicioso,6
opción,ajustada,6
acidez,gastronómico,6
merecer,cs,6
merecer,tierra,6
merecer,selección,6
presente,laurel,6
fresco,alejado,6
fresco,ocho,6
visita,brutal,6
visita,chocolate,6
aportar,cuero,6
aportar,cepa,6
corazón,garnacha,6
cantabria,seco,6
cantabria,reserva,6
residual,blanca,6
garcía,pronunciado,6
garcía,regaliz,6
garcía,punto,6
garcía,arena,6
calcáreo,propiedad,6
graso,limpio,6
graso,corcho,6
fresco,húngaro,6
visita,clavo,6
visita,lácteo,6
altitud,controlada,6
altitud,compotada,6
corazón,capa,6
corazón,final,6
visita,flor,6
sierra,viticultura,6
finca,diferencia,6
finca,valoración,6
finca,pálido,6
sierra,familiar,6
interesante,mundo,6
finca,entera,6
visita,hermano,6
pinot,joven,6
pinot,reflejo,6
sierra,complejo,6
interesante,montsant,6
graso,voluminoso,6
presente,temperatura,6
residual,tostado,6
residual,madura,6
pinot,marcada,6
pinot,ligero,6
interesante,centenaria,6
interesante,producto,6
calcáreo,montsant,6
blanca,sumar,6
blanca,versión,6
blanca,pertenecer,6
blanca,vaso,6
blanca,remitir,6
mejorado,toque,6
imagen,anterior,6
calcáreo,propia,6
disfrutado,tempranillo,6
merecer,depósito,6
acidez,catado,6
calcáreo,pequeña,6
calcáreo,especiado,6
local,correcto,6
profundo,agresivo,6
profundo,desequilibrado,6
profundo,aceptable,6
merecer,entrada,6
merecer,repetir,6
merecer,monastrell,6
garcía,propia,6
sierra,ver,6
sierra,corte,6
pinot,tipo,6
pinot,maceración,6
pinot,opción,6
pinot,variedad,6
garcía,lágrima,6
garcía,entrada,6
garcía,garnacha,6
garcía,pálido,6
presente,púrpura,6
presente,destacar,6
sierra,predominio,6
fresco,cuba,6
visita,cruzado,6
visita,antigua,6
sierra,mantener,6
interesante,albillo,6
sierra,rico,6
sierra,recordar,6
sierra,paso,6
presente,envolvente,6
interesante,manera,6
interesante,agradecer,6
súper,bodega,6
súper,probar,6
súper,aroma,6
súper,ribete,6
súper,cuero,6
fresco,crujiente,6
visita,corte,6
pinot,tomar,6
pinot,excelente,6
interesante,poso,6
sierra,varietal,6
sierra,vaso,6
sierra,posterior,6
garcía,potente,6
aportar,sutil,6
aportar,guardar,6
sierra,maloláctica,6
profundo,demasiado,6
profundo,adicional,6
profundo,singular,6
profundo,redondeado,6
mejorado,parecido,6
mejorado,menos,6
presente,habitual,6
presente,protagonista,6
presente,serio,6
profundo,comentario,6
sierra,bosque,6
sierra,cadalso,6
interesante,generación,6
merecer,elaborado,6
velasco,densa,6
calcáreo,fermentación,6
desprender,garnacha,6
desprender,crianza,6
profundo,caja,6
profundo,filtrar,6
cafetero,madura,6
cafetero,tostado,6
velasco,paladar,6
velasco,final,6
épico,cena,6
épico,porrera,6
fresco,definido,6
aportar,diferente,6
aportar,antigua,6
verdot,sensación,6
pendiente,opción,6
pendiente,correcto,6
pendiente,fondo,6
pendiente,graciano,6
recomendable,base,6
verdot,compotada,6
verdot,teja,6
interesante,resto,6
sierra,grosella,6
sierra,carnoso,6
monterrei,fresco,6
profundo,húmeda,6
pulir,cargar,6
pulir,bosque,6
merecer,diferencia,6
interesante,menor,6
interesante,abundante,6
merecer,comentario,6
merecer,chocolate,6
merecer,mejorar,6
merecer,sacar,6
merecer,llevar,6
merecer,variedad,6
merecer,café,6
merecer,conocer,6
virtud,fruta,6
virtud,color,6
virtud,boca,6
profundo,grata,6
monterrei,blanca,6
verdot,parecer,6
recomendable,enorme,6
profundo,olor,6
profundo,maridaje,6
profundo,acabar,6
top,cepa,6
top,agradable,6
top,posterior,6
top,sutil,6
merecer,enorme,6
profundo,juventud,6
pendiente,anterior,6
pendiente,elaborado,6
súper,picota,6
súper,balsámico,6
verdot,espeso,6
verdot,sutil,6
profundo,cerrado,6
pendiente,gama,6
súper,cereza,6
verdot,pv,6
verdot,borde,6
verdot,restaurante,6
interesante,marca,6
interesante,maloláctica,6
interesante,elaboración,6
verdot,joven,6
fresco,fogoneu,6
verdot,faltar,6
verdot,bastante,6
verdot,sorpresa,6
recomendable,comentario,6
recomendable,olor,6
historia,uva,6
aportar,verdad,6
decir,magnum,6
interesante,reserva,6
disfrutado,lágrima,6
coincidir,fresco,6
coincidir,crianza,6
profundo,curioso,6
profundo,arena,6
profundo,pizarra,6
merecer,visto,6
merecer,amable,6
merecer,especial,6
merecer,aluminio,6
merecer,especiado,6
contenido,rojo,6
sierra,goloso,6
sierra,igual,6
profundo,limitado,6
profundo,edición,6
profundo,leve,6
profundo,fermentado,6
profundo,maceración,6
profundo,exquisito,6
contenido,barrica,6
contenido,crianza,6
presente,corte,6
pendiente,dulce,6
pendiente,gràcies,6
verdot,estructura,6
verdot,grado,6
fresco,gastronómico,6
raro,tiempo,6
top,plantada,6
top,excepcional,6
profundo,plantada,6
coincidir,boca,6
horra,cereza,6
horra,botella,6
pendiente,top,6
pendiente,repetir,6
pendiente,encontrar,6
pendiente,cabernet,6
pendiente,seco,6
pendiente,restaurante,6
historia,baja,6
recomendable,menor,6
recomendable,notable,6
recomendable,refrescante,6
recomendable,dulzón,6
horra,madura,6
desprender,agradable,6
profundo,decir,6
profundo,arcilla,6
expresividad,crianza,6
sierra,espectacular,6
sierra,ronda,6
sierra,junto,6
recomendable,humo,6
recomendable,mar,6
pendiente,uva,6
pendiente,persistencia,6
raro,nariz,6
raro,rojo,6
buscar,joven,6
costar,simple,6
costar,acabar,6
costar,decir,6
costar,vida,6
costar,paso,6
profundo,gruesa,6
merecer,parecido,6
expresividad,rubí,6
verdot,cárnico,6
verdot,singular,6
verdot,estilo,6
verdot,recordar,6
decir,potencial,6
decir,típico,6
recomendable,pinot,6
buscar,toque,6
buscar,tiempo,6
buscar,violáceo,6
buscar,elaborado,6
correcto,pronunciado,6
costar,límpido,6
costar,vieja,6
recomendable,camino,6
recomendable,precioso,6
aportar,llevar,6
aportar,mesa,6
sierra,antigua,6
decir,monte,6
historia,menos,6
historia,graciano,6
top,etiqueta,6
profundo,justo,6
fina,maduración,6
correcto,crítica,6
correcto,entusiasmado,6
picante,brillante,6
costar,estrella,6
pendiente,subir,6
pendiente,selección,6
pendiente,degustación,6
pendiente,violeta,6
decantado,menos,6
decir,familia,6
decir,inicio,6
decir,único,6
expresividad,ribete,6
top,teja,6
costar,malo,6
buscar,agradable,6
buscar,marcada,6
buscar,rcp,6
correcto,estridencia,6
fina,percibir,6
decir,acabar,6
principio,menos,6
principio,divertido,6
concepto,bodega,6
recomendable,poteo,6
recomendable,invitar,6
recomendable,carne,6
recomendable,terroso,6
sierra,mentolado,6
pendiente,vinacoteca,6
decir,mundo,6
decir,normal,6
decir,completo,6
decir,remitir,6
concepto,fruta,6
súper,americano,6
cariñena,jugoso,6
placer,pensar,6
recomendable,oxigenado,6
recomendable,procedente,6
recomendable,naranja,6
decir,densa,6
decir,gozada,6
costar,reserva,6
costar,correcto,6
costar,casa,6
placer,tipo,6
principio,amarillo,6
principio,pequeña,6
principio,número,6
recomendable,hondarrabi,6
recomendable,rabo,6
recomendable,pera,6
recomendable,descubrimiento,6
sápido,medicinal,6
sápido,agresivo,6
sápido,personalidad,6
sápido,cárnico,6
decir,noche,6
decir,hacer,6
decir,canela,6
decir,amoratado,6
decir,españa,6
decir,fermentar,6
decir,envolvente,6
decir,plano,6
decir,restaurante,6
profundo,naranja,6
profundo,garnet,6
profundo,juan,6
fina,gente,6
fina,pedir,6
comentar,arándano,6
correcto,único,6
correcto,terroso,6
correcto,predominio,6
correcto,sorprendido,6
decir,abundante,6
correcto,hondarrabi,6
costar,diferente,6
costar,limitado,6
profundo,concentración,6
profundo,top,6
buscar,ribete,6
buscar,mismo,6
cenar,bodega,6
cenar,vez,6
cenar,añada,6
próxima,joven,6
próxima,excelente,6
próxima,especia,6
próxima,mejorar,6
concepto,garnacha,6
decir,hablar,6
decir,parecido,6
decir,poco,6
decir,varietal,6
decir,arena,6
placer,momento,6
principio,especiado,6
principio,parcela,6
principio,herbáceo,6
placer,sutil,6
placer,justo,6
decir,vida,6
aportar,propia,6
decir,valer,6
decir,sencillo,6
decir,general,6
próxima,cacao,6
placer,potencial,6
cenar,fresco,6
correcto,entero,6
correcto,embotellado,6
profundo,salir,6
profundo,perfectamente,6
profundo,mal,6
fina,paella,6
fina,heno,6
picante,cuero,6
picante,hierba,6
principio,esperar,6
principio,sauvignon,6
principio,monastrell,6
sápido,clásico,6
sápido,aroma,6
estructura,fácil,6
sápido,faltar,6
picante,carbónica,6
picante,beber,6
cenar,final,6
picante,licor,6
picante,volúmen,6
costar,canela,6
decir,comparar,6
recomendable,fermentar,6
recomendable,conserva,6
recomendable,disfrutable,6
decir,limado,6
decir,bordelesa,6
sápido,reserva,6
próxima,probar,6
grano,blanca,6
próxima,complejo,6
próxima,ver,6
recomendable,cumplido,6
aportar,combinación,6
aportar,reserva,6
aportar,exceso,6
sápido,godello,6
principio,complejo,6
placer,regaliz,6
contrario,balsámico,6
contrario,fina,6
contrario,regaliz,6
contrario,mejor,6
sápido,flor,6
estructura,verdoso,6
principio,fondo,6
principio,amigo,6
principio,ahumado,6
sápido,blanca,6
comentar,marcada,6
costar,café,6
costar,zona,6
fina,curiosidad,6
fina,refinado,6
cenar,americano,6
correcto,amoratado,6
correcto,hablar,6
volcánica,soler,6
sápido,añada,6
cariñena,vinazo,6
cariñena,horno,6
cariñena,dulzor,6
cariñena,encantado,6
canela,mix,6
estructura,claro,6
estructura,atractivo,6
estructura,envolvente,6
estructura,maduro,6
cuidada,elaboración,6
cuidada,boca,6
cuidada,negro,6
estructura,posterior,6
sápido,monovarietal,6
sobremadurada,madera,6
sobremadurada,garnacha,6
macerado,bodega,6
macerado,joven,6
fermentación,asalmonado,6
comentar,clavo,6
comentar,balsámico,6
comentar,pimienta,6
costar,flor,6
costar,variedad,6
costar,viñedo,6
fina,fogoneu,6
fermentación,crujiente,6
cenar,densa,6
cenar,cuero,6
picante,creer,6
cariñena,límpido,6
cariñena,atención,6
cariñena,mesa,6
cariñena,cargar,6
canela,eucalipto,6
profundo,parecido,6
profundo,claro,6
fina,probable,6
fina,sumar,6
picante,morado,6
correcto,plantada,6
correcto,escasa,6
principio,redondo,6
cariñena,catado,6
cariñena,estilo,6
membrillo,elaborado,6
aportar,justo,6
aportar,necesitar,6
cariñena,característica,6
fermentación,vinoso,6
fruto,fresco,6
fruto,ligero,6
estructura,mazuelo,6
estructura,gama,6
estructura,aporte,6
estructura,retrogusto,6
estructura,pajizo,6
estructura,melocotón,6
estructura,mantener,6
estructura,nuez,6
fruto,recordar,6
fruto,lágrima,6
fruto,fresa,6
canela,placentero,6
canela,aparecer,6
canela,especial,6
grano,cepa,6
grano,vieja,6
grano,toque,6
fermentación,agricultura,6
volcánica,fresa,6
volcánica,aroma,6
volcánica,roca,6
volcánica,roble,6
volcánica,listar,6
cerdo,nariz,6
medalla,tempranillo,6
medalla,premio,6
medalla,negro,6
medalla,ribete,6
canela,romero,6
fruto,intenso,6
fina,versátil,6
fina,contundencia,6
comentar,hablar,6
cerdo,vez,6
picante,equilibrado,6
picante,verde,6
picante,pelo,6
correcto,excepcional,6
correcto,cuenca,6
estructura,reserva,6
estructura,llevar,6
estructura,zona,6
membrillo,intensidad,6
membrillo,integrada,6
recomendable,ibérico,6
fruto,ahumado,6
contundencia,amable,6
cerdo,tanino,6
volcánica,blanca,6
poner,condición,6
poner,único,6
poner,top,6
grano,amoratado,6
cariñena,muestra,6
principio,pensar,6
principio,densa,6
canela,terra,6
canela,zona,6
estructura,repetir,6
estructura,mix,6
estructura,nivel,6
medalla,color,6
canela,magnum,6
profundo,antigua,6
flojo,rcp,6
flojo,baja,6
flojo,bodega,6
objetivo,garnacha,6
objetivo,tempranillo,6
objetivo,mejor,6
auténtico,cariñena,6
cariñena,diferencia,6
cariñena,perfectamente,6
cariñena,ácido,6
grano,cuero,6
grano,chocolate,6
canela,destaca,6
membrillo,rcp,6
mencía,leer,6
mencía,fuerza,6
pan,integrada,6
primo,lágrima,6
principio,untuoso,6
principio,frescor,6
principio,demasiado,6
principio,mismo,6
principio,arándano,6
principio,pesar,6
membrillo,balsámico,6
membrillo,lágrima,6
membrillo,alta,6
estructura,envejecimiento,6
