source,target,weight
junto,morado,8
junto,piña,8
junto,fermentado,8
tinta,lista,8
diferente,conocer,8
poner,compotada,8
diferente,parafinado,8
tinta,esencia,8
conocido,producción,8
violáceo,mar,8
violáceo,quinta,8
conocido,seguro,8
junto,rf,8
libro,rf,8
llevar,depósito,8
tinta,partir,8
diferente,característica,8
diferente,notar,8
diferente,cumple,8
ayuda,nariz,8
poner,ecológico,8
diferente,llevar,8
tinta,suavidad,8
violáceo,cítrico,8
violáceo,caldo,8
tanino,versión,8
junto,subir,8
llevar,cacao,8
violáceo,hacer,8
junto,melocotón,8
maravilloso,negro,8
maravilloso,elegante,8
poner,especiado,8
gustar,chardonnay,8
poner,intensidad,8
diferente,ligeramente,8
libro,viñedo,8
libro,negro,8
llevar,curiosidad,8
llevar,ahumado,8
llevar,faltar,8
junto,rosa,8
junto,corte,8
llevar,pasado,8
llevar,variedad,8
regalo,cuero,8
salud,evolucionar,8
salud,parcelario,8
regalo,regaliz,8
portal,correcto,8
maravilloso,tempranillo,8
tinta,albillo,8
tinta,áspero,8
tinta,empezar,8
diferente,monte,8
diferente,teja,8
llevar,mantener,8
llevar,ácido,8
llevar,pensar,8
junto,controlada,8
junto,tanicidad,8
salud,personalidad,8
forca,cocina,8
forca,magnum,8
diferente,embotellado,8
tinta,hoja,8
poner,brillante,8
regalo,variedad,8
regalo,menos,8
tanino,imprescindible,8
salud,repetir,8
portal,untuoso,8
maravilloso,madura,8
salud,mercado,8
salud,fudre,8
salud,elegancia,8
salud,monovarietal,8
realizar,joven,8
realizar,mismo,8
salud,reconocer,8
diferente,abundante,8
hormigón,tiempo,8
hormigón,barro,8
hormigón,levadura,8
hormigón,violeta,8
diferente,terreno,8
transparente,botella,8
transparente,blanca,8
transparente,negro,8
salud,ecológico,8
ebro,garnacha,8
realizar,elaborado,8
cárnico,crianza,8
isla,sauvignon,8
vid,fresa,8
isla,capa,8
isla,mantonegro,8
isla,rojo,8
tinta,sorprendente,8
hormigón,moderno,8
hormigón,gredos,8
diferente,encantar,8
diferente,fermentar,8
isla,aroma,8
isla,clásico,8
isla,syrah,8
vid,integrada,8
salud,juan,8
isla,acidez,8
salud,finca,8
volúmen,mercado,8
rápida,alcohólica,8
vid,resto,8
vid,garcía,8
vid,arrancar,8
volúmen,silvestre,8
tinta,yogur,8
tinta,alquitrán,8
tinta,fuerte,8
hormigón,correcto,8
gustar,malvasía,8
hormigón,persistente,8
isla,boca,8
isla,cabernet,8
isla,probar,8
vid,carácter,8
vid,paso,8
rápida,etiqueta,8
diferente,opción,8
gustar,envolvente,8
tinta,cobeja,8
rápida,plátano,8
rápida,paso,8
rápida,cítrico,8
rápida,persistente,8
rápida,molestar,8
rápida,piña,8
salud,licor,8
rápida,rosa,8
volúmen,naranja,8
rápida,gustar,8
volúmen,picudo,8
volúmen,recomendación,8
tinta,bonito,8
gustar,mejorado,8
tinta,molestar,8
tinta,reciente,8
vid,graciano,8
vid,volúmen,8
volúmen,integrar,8
rápida,demasiado,8
rápida,parecer,8
rápida,potente,8
vid,amarillo,8
salud,patata,8
volúmen,ámbar,8
rápida,correcto,8
vid,bosque,8
volúmen,tocar,8
amplio,granatoso,8
amplio,pronunciado,8
gustar,genial,8
hormigón,acero,8
hormigón,contar,8
hormigón,tina,8
hormigón,cs,8
diferente,terra,8
tinta,grata,8
tinta,plano,8
volúmen,subido,8
vid,restaurante,8
salud,plátano,8
salud,piña,8
amplio,cosecha,8
rápida,controlada,8
salud,español,8
vid,especiado,8
vid,fermentación,8
amplio,deseo,8
amplio,peso,8
fundada,elaborado,8
gustar,definir,8
gustar,embotellado,8
hormigón,creer,8
gustar,situado,8
fundada,final,8
tinta,viticultura,8
volúmen,haro,8
volúmen,escasa,8
textura,pimienta,8
borsao,color,8
amplio,antigua,8
fundada,fresco,8
gustar,mercado,8
hormigón,hierba,8
fundada,agradable,8
fundada,boca,8
amplio,fuerza,8
compañía,toque,8
compañía,fresco,8
compañía,uva,8
vid,metro,8
vid,flor,8
vid,excelente,8
compañía,entrada,8
borsao,mejor,8
hidrocarburo,color,8
mosto,tempranillo,8
fundada,regaliz,8
fundada,zona,8
fundada,violáceo,8
fundada,potente,8
tinta,oro,8
amplio,predominar,8
textura,amable,8
textura,hierba,8
concentrado,silvestre,8
amplio,gruesa,8
amplio,canaltravino,8
textura,toque,8
textura,herbáceo,8
amplio,corte,8
amplio,moderno,8
mosto,boca,8
tinta,apertura,8
gustar,filtrar,8
gustar,acero,8
cambiado,precio,8
cambiado,gustar,8
mosto,baja,8
maduro,tiempo,8
concentrado,vieja,8
concentrado,destello,8
amplio,teñir,8
amplio,melocotón,8
hidrocarburo,inicio,8
hidrocarburo,añada,8
amplio,pago,8
recomendar,menos,8
recomendar,grosella,8
concentrado,casa,8
recomendar,ribete,8
mixta,fondo,8
cambiado,creer,8
gustar,verdoso,8
gustar,decepción,8
gustar,verano,8
mosto,maceración,8
mosto,roble,8
mosto,fresa,8
recomendar,fresco,8
concentrado,mentolado,8
concentrado,elaborado,8
suerte,mejor,8
lugar,mismo,8
amplio,reducción,8
lugar,zona,8
mixta,fresco,8
cambiado,boca,8
cambiado,etiqueta,8
cambiado,hecho,8
cambiado,ver,8
cambiado,tempranillo,8
gustar,somontano,8
amplio,acompañar,8
recomendar,frutal,8
concentrado,aromático,8
concentrado,fresa,8
amplio,comida,8
dudar,madera,8
caer,anterior,8
tinta,atejado,8
marcando,boca,8
mixta,intensidad,8
mixta,baja,8
cambiado,nota,8
gustar,sentir,8
gustar,aparecer,8
lugar,fresco,8
lugar,especiado,8
caer,primer,8
caer,clásico,8
aniversario,crianza,8
modernidad,tradición,8
modernidad,crianza,8
levadura,mismo,8
levadura,entrada,8
comer,zona,8
gustar,acertado,8
comer,integrada,8
tinta,centro,8
dudar,especia,8
dudar,color,8
amplio,llevar,8
caer,probar,8
grava,rcp,8
levadura,especia,8
amplio,conocido,8
amplio,consumo,8
amplio,domado,8
amplio,separado,8
amplio,romero,8
amplio,controlada,8
particular,mismo,8
gustar,llegado,8
gustar,sulfito,8
gustar,malbec,8
tinta,vendimia,8
tinta,tina,8
levadura,uva,8
grava,tempranillo,8
grava,americano,8
grava,negro,8
caer,tinto,8
caer,graciano,8
caer,intenso,8
levadura,joven,8
amplio,magnum,8
particular,vainilla,8
catar,cabernet,8
catar,sauvignon,8
tinta,higo,8
tinta,hijo,8
gustar,rudo,8
gustar,áspero,8
confitura,teja,8
confitura,marcada,8
levadura,madera,8
primario,color,8
primario,crianza,8
amplio,mano,8
amplio,juventud,8
amplio,situado,8
caer,nariz,8
cadalso,fruta,8
particular,tostado,8
presentación,boca,8
presentación,toque,8
refrescante,bosque,8
refrescante,verdoso,8
gustar,pobre,8
gustar,tina,8
tinta,noche,8
catar,resto,8
particular,cs,8
particular,menos,8
catar,invencible,8
catar,tiempo,8
catar,mejorar,8
presentación,madura,8
particular,uva,8
particular,mejor,8
particular,punto,8
particular,intensidad,8
ermita,crianza,8
seleccionada,blanca,8
refrescante,potente,8
tinta,crecer,8
tinta,dulzor,8
tinta,denominación,8
gustar,elevada,8
refrescante,verde,8
domar,madera,8
domar,negro,8
amplio,pie,8
cadalso,rojo,8
abundante,criado,8
casa,vitalidad,8
refrescante,godello,8
confitura,aromático,8
confitura,graciano,8
tinta,lugar,8
refrescante,fina,8
almendra,fresco,8
almendra,cítrico,8
almendra,capa,8
seleccionada,garnacha,8
seleccionada,color,8
almendra,reflejo,8
particular,blanca,8
seleccionada,elaborado,8
sutileza,crianza,8
abundante,centenaria,8
abundante,cumple,8
grande,hermano,8
abundante,consumo,8
almendra,uva,8
abundante,gustoso,8
gustar,predominar,8
gustar,molestar,8
confitura,gusto,8
amplio,excepcional,8
amplio,saber,8
amplio,pena,8
abundante,campo,8
grande,lineal,8
almendra,avellana,8
abundante,reposar,8
abundante,especial,8
abundante,grana,8
delicado,carácter,8
campo,producción,8
grande,resto,8
casa,arena,8
gustar,huevo,8
gustar,dulzor,8
gustar,salió,8
casa,pedir,8
grande,sutil,8
grande,tierra,8
abundante,edición,8
grande,varietal,8
delicado,trasfondo,8
grande,limpio,8
grande,persistente,8
tinta,mesa,8
casa,trago,8
gustar,excesiva,8
gustar,caramelo,8
gustar,finura,8
grande,empezar,8
grande,densa,8
grande,restaurante,8
delicado,sensación,8
campo,tiempo,8
delicado,bouquet,8
delicado,fresa,8
delicado,joven,8
delicado,paladar,8
equilibrio,mazuelo,8
fudre,mejorar,8
delicado,tinto,8
delicado,zona,8
fudre,zona,8
fudre,menos,8
casa,remitir,8
gustar,imaginar,8
gustar,terciario,8
casa,guardado,8
casa,colo,8
grande,metro,8
delicado,equilibrado,8
equilibrio,amigo,8
delicado,sauvignon,8
campo,variedad,8
equilibrio,pajizo,8
equilibrio,duero,8
delicado,amarillo,8
casa,lácteo,8
gustar,remitir,8
gustar,menta,8
gustar,edición,8
tinta,airén,8
tinta,chatear,8
tinta,octavio,8
cabo,final,8
grande,espectacular,8
delicado,cítrico,8
delicado,marcada,8
grande,compotada,8
delicado,calidad,8
bebido,graciano,8
bebido,notar,8
grande,dorado,8
equilibrio,etiqueta,8
equilibrio,juventud,8
maloláctica,joven,8
mango,joven,8
mango,boca,8
mango,final,8
gustar,aire,8
gustar,decantado,8
gustar,clara,8
gustar,vaso,8
casa,presentación,8
casa,hablar,8
equilibrio,dulzor,8
maloláctica,anterior,8
maloláctica,centenaria,8
grande,flor,8
casa,ermita,8
manchuela,violáceo,8
casa,potencial,8
casa,cortesía,8
alceño,rojo,8
mango,blanca,8
grande,vista,8
grande,amplio,8
reiterar,negro,8
reiterar,persistencia,8
equilibrio,igual,8
bebido,uva,8
bebido,faltar,8
equilibrio,morado,8
equilibrio,delicado,8
equilibrio,repetir,8
higo,decantar,8
grande,parecido,8
honesto,fresco,8
casa,bobal,8
manchuela,crianza,8
manchuela,lágrima,8
casa,fallar,8
maloláctica,mayor,8
pizarroso,joven,8
maloláctica,variedad,8
maloláctica,fresa,8
maloláctica,fresco,8
equilibrio,noble,8
botella,decepcionado,8
higo,sutil,8
higo,tierra,8
casa,interesante,8
manchuela,dulce,8
salvaje,final,8
gustar,suerte,8
gustar,número,8
gustar,redondear,8
señor,redondo,8
cara,fruta,8
cara,fresco,8
higo,faltar,8
señor,punto,8
señor,tinta,8
equilibrio,exceso,8
brutal,suave,8
socio,rojo,8
socio,botella,8
casa,aparecer,8
casa,mercado,8
salvaje,medium,8
salvaje,nariz,8
salvaje,fresco,8
salvaje,botella,8
salvaje,lágrima,8
señor,viñedo,8
higo,violáceo,8
higo,especiado,8
señor,fina,8
señor,rcp,8
botella,mogador,8
alceño,boca,8
brutal,beber,8
botella,obsequio,8
norte,intenso,8
amargor,reflejo,8
casa,mediterráneo,8
salvaje,aroma,8
gustar,sacado,8
gustar,sobrar,8
botella,modo,8
brutal,aroma,8
higo,abundante,8
higo,ligero,8
socio,crianza,8
norte,capa,8
norte,tanino,8
expresión,redondo,8
brutal,decir,8
brutal,especiado,8
brutal,mismo,8
brutal,nueva,8
limitado,postgusto,8
expresión,floral,8
personal,zona,8
personal,mar,8
amargor,aromático,8
amargor,precio,8
personal,regalo,8
personal,cantidad,8
amargor,gustar,8
amargor,cacao,8
amargor,copa,8
botella,proceder,8
expresión,violáceo,8
personal,fresco,8
amargor,monte,8
amargor,paso,8
personal,deber,8
personal,varietal,8
ejemplo,zona,8
ejemplo,menos,8
ejemplo,expresivo,8
limitado,personalidad,8
expresión,cacao,8
botella,minuto,8
limitado,bierzo,8
expresión,picota,8
expresión,balsámico,8
expresión,primer,8
botella,inicialmente,8
botella,coger,8
limitado,depósito,8
ejemplo,punto,8
ejemplo,tiempo,8
personal,herbáceo,8
personal,roble,8
personal,madera,8
rendimiento,americano,8
rendimiento,propia,8
rendimiento,añada,8
personal,justo,8
expresión,coupage,8
limitado,amigo,8
expresión,mejor,8
limitado,inoxidable,8
ejemplo,tinto,8
bodeguero,hermano,8
amargor,hueso,8
amargor,recomendable,8
chocolate,metro,8
chocolate,óptimo,8
rendimiento,pequeña,8
rendimiento,madera,8
rendimiento,aroma,8
bodeguero,faltar,8
bodeguero,valoración,8
expresión,carnoso,8
limitado,zona,8
limitado,fácil,8
ejemplo,calidad,8
botella,planta,8
terciopelo,madura,8
bodeguero,joven,8
falset,formato,8
falset,joven,8
falset,madura,8
falset,violáceo,8
rendimiento,tinto,8
amargor,faltar,8
bodeguero,rubí,8
ejemplo,simple,8
ejemplo,valoración,8
limitado,gustar,8
botella,jugar,8
botella,meloso,8
botella,aproximadamente,8
botella,disfrutable,8
botella,logrado,8
vivaz,final,8
amargor,probar,8
amargor,baja,8
bodeguero,aroma,8
bodeguero,precio,8
bodeguero,integrada,8
botella,recomendación,8
botella,cortesía,8
bodeguero,sabroso,8
bodeguero,violáceo,8
amaderado,tempranillo,8
amaderado,tanino,8
trato,tempranillo,8
botella,brasa,8
comentado,altura,8
botella,afinar,8
botella,cuba,8
botella,aguante,8
botella,oreado,8
botella,abanico,8
comentado,sabroso,8
vinoteca,toque,8
vinoteca,aroma,8
vinoteca,elaborado,8
vinoteca,lágrima,8
vinoteca,tomar,8
vinoteca,uva,8
vinoteca,negro,8
amaderado,aroma,8
amaderado,madera,8
botella,silencio,8
botella,madurada,8
pequeña,parafinado,8
láctico,viñedo,8
botella,capaz,8
botella,refinado,8
duda,rico,8
expresar,roble,8
expresar,fresco,8
expresar,garnacha,8
amargor,valoración,8
amargor,destello,8
amargor,estructura,8
amargor,pulir,8
amargor,estructurado,8
expresar,bodega,8
pequeña,particular,8
pequeña,textura,8
pequeña,pueblo,8
pequeña,mix,8
amigo,remitir,8
amigo,noche,8
amigo,vinazo,8
amigo,notar,8
entrante,botella,8
expresar,madura,8
botella,calificación,8
botella,coravin,8
botella,medicinal,8
quieta,madura,8
binissalem,añada,8
botella,pertenecer,8
aporte,toque,8
aporte,pimienta,8
pequeña,elegancia,8
pequeña,destaca,8
pequeña,puntuación,8
aporte,regaliz,8
tomate,crianza,8
chocolate,reciente,8
chocolate,fantástico,8
amigo,lácteo,8
amigo,amable,8
amigo,toledo,8
amigo,coco,8
máximo,baja,8
máximo,blanca,8
máximo,madera,8
aporte,graciano,8
duda,cereza,8
amigo,almuerzo,8
amigo,reciente,8
amigo,especial,8
amigo,visto,8
amigo,formato,8
chocolate,atractivo,8
chocolate,destaca,8
comentado,tiempo,8
comentado,recomendable,8
comentado,mismo,8
amigo,compañía,8
tomate,barrica,8
duda,cosecha,8
aporte,blanca,8
láctico,baja,8
estrella,zona,8
estrella,mejorar,8
duda,monastrell,8
pequeña,edición,8
amigo,propia,8
tomate,hoja,8
amigo,bobal,8
comentado,vez,8
duda,línea,8
duda,notar,8
duda,paso,8
láctico,recomendable,8
láctico,persistente,8
estrella,sábado,8
duda,carnoso,8
estrella,selección,8
estrella,fenavin,8
estrella,encantar,8
estrella,amable,8
amigo,antigua,8
chocolate,madurez,8
chocolate,romero,8
comentado,fresco,8
chocolate,grafito,8
amigo,depósito,8
amigo,montsant,8
amigo,recomendación,8
duda,etiqueta,8
duda,elaborar,8
duda,soler,8
láctico,estupendo,8
tudela,color,8
duda,pimienta,8
pequeña,mar,8
pequeña,fantástico,8
amigo,elaborar,8
biodinámico,final,8
amigo,llevar,8
amigo,claro,8
chocolate,cava,8
chocolate,mayor,8
chocolate,sábado,8
biodinámico,tiempo,8
guía,boca,8
guía,joven,8
logrado,crianza,8
logrado,madera,8
disfrutar,vida,8
duda,variedad,8
duda,amarillo,8
llevaba,joven,8
pequeña,pulir,8
amigo,reconocer,8
amigo,amargo,8
amigo,inicio,8
biodinámico,elaborado,8
frío,altura,8
pequeña,encantar,8
duda,sorpresa,8
duda,amplio,8
disfrutar,teja,8
disfrutar,llops,8
duda,cuero,8
llena,cubierto,8
llena,amplio,8
llevaba,uva,8
visual,frutal,8
chocolate,contundente,8
frío,persistente,8
disfrutar,oxigenación,8
duda,grande,8
llevaba,lágrima,8
llevaba,merlot,8
disfrutar,semana,8
pequeña,fundada,8
pequeña,curiosidad,8
pequeña,homenaje,8
duda,graciano,8
disfrutar,mano,8
pequeña,centenaria,8
llena,fresa,8
conserva,ahumado,8
conserva,teja,8
pequeña,escasa,8
llevaba,volúmen,8
llevaba,tostado,8
frío,monastrell,8
frío,mal,8
visual,boca,8
entender,toque,8
pequeña,resto,8
pequeña,margen,8
entender,tiempo,8
entender,tomar,8
llena,sensación,8
dato,tempranillo,8
arroz,crianza,8
arroz,tempranillo,8
pequeña,hondarrabi,8
pequeña,producto,8
rf,suerte,8
pequeña,tina,8
chocolate,maloláctica,8
chocolate,antigua,8
value,placer,8
value,toque,8
rf,penalizar,8
rf,evolucionar,8
hojarasca,baja,8
hojarasca,pimienta,8
pequeña,maridaje,8
llena,carnoso,8
conseguir,punto,8
rf,vaso,8
rf,río,8
rf,significar,8
rf,total,8
subir,madera,8
allier,botella,8
allier,aroma,8
frío,ganar,8
frío,especiado,8
chocolate,sorpresa,8
llena,goloso,8
pequeña,carne,8
rf,ganar,8
arroz,fresco,8
rf,abadía,8
rf,controlada,8
económico,balsámico,8
económico,bodega,8
salido,boca,8
subir,final,8
subir,cs,8
chocolate,ampliar,8
chocolate,procedente,8
subir,selección,8
llena,floral,8
rf,zamora,8
pequeña,embotellado,8
rf,malbec,8
rf,opinión,8
conseguir,madera,8
rf,defraudar,8
llena,blanca,8
subir,aroma,8
frío,copa,8
frío,rcp,8
frío,dorado,8
frío,gusto,8
frío,vieja,8
llena,viñedo,8
económico,aceptable,8
económico,marrón,8
económico,blanca,8
económico,duero,8
pequeña,potencial,8
llena,agradable,8
rf,vivo,8
rf,terroso,8
rf,exceso,8
excesiva,boca,8
figuera,color,8
defectuoso,pobre,8
defectuoso,fruta,8
salido,casa,8
chocolate,astringencia,8
resto,elaboración,8
barra,parecer,8
resto,tierra,8
pequeña,catado,8
resto,anterior,8
resto,dulce,8
coste,crianza,8
rf,valtiendas,8
rf,claro,8
rf,vid,8
figuera,mejor,8
figuera,top,8
figuera,ficaria,8
frío,excelente,8
porcentaje,elaborado,8
parker,especiado,8
picudo,añada,8
picudo,joven,8
picudo,persistencia,8
picudo,frutal,8
excesiva,madera,8
excesiva,madura,8
crecer,tierra,8
resto,punto,8
parker,frutal,8
barra,caso,8
barra,syrah,8
rf,aparecer,8
rf,atisbo,8
rf,subir,8
barra,suave,8
imbatible,intensidad,8
imbatible,final,8
degustación,especiado,8
degustación,cítrico,8
llamado,roble,8
chocolate,aglomerado,8
llamado,color,8
parker,carnoso,8
cálido,silvestre,8
cálido,carnoso,8
paladar,mejorar,8
paladar,decantar,8
chocolate,caja,8
chocolate,cárnico,8
frío,flor,8
frío,rosado,8
frío,potente,8
frío,tostado,8
complejo,confinamiento,8
imbatible,roble,8
imbatible,garnacha,8
paladar,verdoso,8
cálido,reflejo,8
cálido,tacto,8
frescor,comprado,8
frescor,repetir,8
frescor,acompañar,8
rf,dulzón,8
rf,elevada,8
rf,manera,8
complejo,gruesa,8
nariz,peluda,8
frío,creer,8
mira,botella,8
mira,roble,8
mira,acidez,8
mira,tempranillo,8
mira,final,8
frescor,destello,8
cálido,viñedo,8
cálido,recomendable,8
paladar,ibérico,8
frescor,restaurante,8
paladar,gama,8
paladar,reflejo,8
paladar,olfato,8
frescor,aterciopelada,8
sherry,cuerpo,8
plena,cabernet,8
mira,picota,8
frescor,típico,8
paladar,destaca,8
paladar,mercadona,8
rf,moro,8
cálido,excelente,8
frescor,duda,8
frescor,estupendo,8
reconocible,bodega,8
frescor,silvestre,8
plena,probar,8
complejo,exceso,8
frescor,morado,8
faltar,reciente,8
frescor,especial,8
boda,crianza,8
faltar,amargo,8
frescor,salud,8
cálido,envolvente,8
frescor,sierra,8
frescor,posterior,8
rf,pasado,8
rf,españa,8
faltar,montsant,8
faltar,canela,8
frescor,cs,8
faltar,reflejo,8
faltar,monte,8
rf,maduración,8
faltar,visto,8
cafetería,regaliz,8
cafetería,intenso,8
plena,beber,8
plena,tabaco,8
complejo,familia,8
complejo,retronasal,8
frescor,fermentación,8
frescor,pago,8
reconocible,crianza,8
reconocible,garnacha,8
mismo,increíble,8
frescor,profundidad,8
constar,color,8
constar,nariz,8
constar,boca,8
frescor,elaborar,8
plena,regaliz,8
plena,dulce,8
complejo,mal,8
cafetería,tostado,8
cafetería,vainilla,8
cafetería,dulce,8
faltar,edición,8
faltar,comentario,8
frescor,elaboración,8
faltar,españa,8
fiesta,color,8
fiesta,aroma,8
rf,historia,8
complejo,típico,8
evidente,madura,8
complejo,fantástico,8
complejo,anaranjado,8
complejo,juan,8
complejo,oxigenación,8
mismo,hueso,8
monasterio,bodega,8
frescor,plantada,8
frescor,macabeo,8
productor,crianza,8
productor,garnacha,8
mismo,flojo,8
mismo,ligeramente,8
mismo,vendimia,8
complejo,gozada,8
evidente,añada,8
macabeo,limpio,8
nariz,falto,8
complejo,mundo,8
mismo,caída,8
mismo,condición,8
mallorquín,fruta,8
mallorquín,rojo,8
crear,madera,8
mismo,plantada,8
segre,especiado,8
segre,bobet,8
segre,viñedo,8
mismo,sobrar,8
cono,lágrima,8
cono,nariz,8
cono,ribete,8
cono,untuoso,8
acompañar,monovarietal,8
agradecer,madera,8
agradecer,toque,8
agradecer,mejor,8
complejo,terreno,8
macabeo,melocotón,8
cono,madura,8
mallorquín,barrica,8
rf,ácido,8
rf,diseño,8
acompañar,repetir,8
marcada,tina,8
potencia,cerrado,8
potencia,experiencia,8
complejo,placer,8
aperitivo,largo,8
complejo,pastelería,8
cono,fina,8
web,boca,8
acompañar,monastrell,8
acompañar,intensidad,8
web,cabernet,8
salmón,herbáceo,8
acompañar,ribete,8
acompañar,ciruela,8
acompañar,pimienta,8
cono,brillante,8
acompañar,maridaje,8
acompañar,complejo,8
acompañar,cs,8
marcada,envolvente,8
macabeo,comida,8
macabeo,diferente,8
macabeo,único,8
nariz,vinacoteca,8
aperitivo,bodega,8
aperitivo,agradable,8
potencia,perder,8
rf,seminueva,8
rf,realidad,8
potencia,limado,8
potencia,mediterráneo,8
potencia,saber,8
marcada,vida,8
marcada,tapeo,8
marcada,mercado,8
marcada,parecido,8
potencia,teñir,8
potencia,aterciopelada,8
complejo,dudar,8
borja,violáceo,8
macabeo,excepcional,8
macabeo,menú,8
complejo,resto,8
marcada,albillo,8
marcada,oxigenación,8
marcada,decantar,8
potencia,fresa,8
acompañar,necesitar,8
marcada,godello,8
marcada,óptimo,8
complejo,maravilla,8
borja,tostado,8
borja,salud,8
macabeo,miel,8
marcada,aparecer,8
sedoso,limado,8
sedoso,medicinal,8
habitual,cosa,8
marcada,opinión,8
marcada,encantar,8
marcada,melocotón,8
habitual,excelente,8
acompañar,flor,8
rf,desequilibrado,8
sedoso,mezcla,8
habitual,ahumado,8
sedoso,integración,8
generoso,boca,8
generoso,color,8
generoso,ribete,8
macabeo,bastante,8
macabeo,paso,8
borja,recomendable,8
complejo,vinoso,8
sedoso,fundada,8
sedoso,matorral,8
zamora,zona,8
marcada,colo,8
habitual,dorado,8
habitual,elaborado,8
sedoso,retronasal,8
cumplidor,fina,8
golosidad,madura,8
golosidad,toque,8
golosidad,boca,8
potencia,inicio,8
potencia,conserva,8
sedoso,invitar,8
potencia,tipo,8
borja,pequeña,8
macabeo,inicio,8
macabeo,intensidad,8
generoso,final,8
cumplidor,anterior,8
cumplidor,regaliz,8
cumplidor,balsámico,8
sedoso,queso,8
cooperativa,especia,8
macabeo,gris,8
macabeo,degüelle,8
macabeo,hinojo,8
inoxidable,paladar,8
inoxidable,lácteo,8
inoxidable,necesitar,8
conjunto,tiempo,8
sedoso,acompañar,8
sedoso,ampliar,8
habitual,baja,8
habitual,variedad,8
extremo,color,8
conjunto,amable,8
habitual,igual,8
habitual,disfrutar,8
cooperativa,baja,8
cooperativa,monovarietal,8
potencia,verdad,8
sedoso,malbec,8
sedoso,cocido,8
nariz,mosto,8
macabeo,ecológico,8
macabeo,fermentar,8
inoxidable,plantada,8
potencia,decantado,8
potencia,encantar,8
cooperativa,montsant,8
cooperativa,toque,8
sedoso,presentar,8
sedoso,mixta,8
sedoso,geranio,8
habitual,tomar,8
habitual,balsámico,8
habitual,fácil,8
habitual,mal,8
inoxidable,monte,8
macabeo,fondo,8
mantequilla,bollería,8
mantequilla,fondo,8
inoxidable,mazuelo,8
voluminoso,menos,8
potencia,ciegas,8
potencia,mayor,8
sedoso,regalo,8
habitual,mejorar,8
habitual,sabroso,8
sedoso,cumplidor,8
perelada,crianza,8
mantequilla,equilibrado,8
mantequilla,dorado,8
nariz,entera,8
inoxidable,mayoría,8
inoxidable,densa,8
sazón,punto,8
voluminoso,inicio,8
potencia,montsant,8
potencia,vegetal,8
sedoso,sienta,8
voluminoso,hierba,8
voluminoso,eucalipto,8
voluminoso,tierra,8
potencia,abrir,8
respecto,ribete,8
ágil,uva,8
ágil,toque,8
habitual,tierra,8
vinícola,tanino,8
sazón,violáceo,8
nariz,fundada,8
nariz,gente,8
nariz,resultón,8
mantequilla,toque,8
mantequilla,untuoso,8
chuletón,rcp,8
chuletón,tempranillo,8
potencia,total,8
sedoso,mayoría,8
sedoso,juan,8
respecto,pronunciado,8
entonces,tiempo,8
sedoso,denominación,8
inoxidable,mantener,8
sazón,licor,8
inoxidable,comida,8
mantequilla,fina,8
nariz,diverso,8
evolución,moscada,8
evolución,nuez,8
inoxidable,estilo,8
saborear,botella,8
saborear,final,8
respecto,cabernet,8
respecto,especia,8
respecto,fresco,8
resultar,especiado,8
resultar,elaborado,8
resultar,baja,8
sazón,ataque,8
sazón,complejo,8
nariz,laguardia,8
evolución,forma,8
evolución,limado,8
inoxidable,terra,8
catalán,mejor,8
sedoso,conjunto,8
sedoso,pedir,8
conseguido,negro,8
conseguido,garnacha,8
resultar,añada,8
vinícola,tarragona,8
sedoso,añadir,8
sedoso,situado,8
vinícola,alma,8
vinícola,enólogo,8
vinícola,nacional,8
vinícola,pie,8
inoxidable,contar,8
inoxidable,base,8
inoxidable,controlada,8
evolución,mazuelo,8
evolución,agresivo,8
nariz,recomendación,8
evolución,adecuado,8
sazón,amargo,8
resultar,amargo,8
resultar,ahumado,8
maridaje,especial,8
vinícola,final,8
maridaje,reciente,8
maridaje,terra,8
maridaje,mantener,8
vinícola,negro,8
maridaje,estación,8
maridaje,haro,8
bocadillo,americano,8
bocadillo,largo,8
evolución,temperatura,8
nariz,vintage,8
diverso,negro,8
maridaje,plato,8
sedoso,pueblo,8
sedoso,peculiar,8
sedoso,producto,8
sedoso,maridado,8
sedoso,huevo,8
vinícola,tostado,8
vinícola,brillante,8
envejecido,tinto,8
inoxidable,castaño,8
evolución,postgusto,8
evolución,excepcional,8
inoxidable,embotellado,8
envejecido,toque,8
envejecido,elaborar,8
envejecido,cariñena,8
envejecido,merlot,8
envejecido,añada,8
vinícola,sacar,8
sedoso,esencia,8
maridaje,hablar,8
maridaje,silvestre,8
maridaje,asado,8
orígen,finca,8
orígen,untuoso,8
orígen,menos,8
manzana,horno,8
evolución,atacar,8
nariz,decantación,8
nariz,oxigenación,8
evolución,encantar,8
inoxidable,mano,8
envejecido,rubí,8
envejecido,violáceo,8
vinícola,poder,8
orígen,zona,8
orígen,regaliz,8
orígen,complejo,8
manzana,sedoso,8
manzana,abundante,8
evolución,decir,8
envejecido,fina,8
envejecido,menos,8
manzana,lima,8
orígen,tabaco,8
manzana,estructura,8
manzana,densa,8
maridaje,familia,8
manzana,rojo,8
maridaje,tiempo,8
orígen,ver,8
manzana,diferente,8
sedoso,acabar,8
orígen,pequeña,8
orígen,añada,8
sedoso,pleno,8
especia,pedir,8
ensamblaje,fresco,8
ensamblaje,sauvignon,8
parque,boca,8
parque,crianza,8
manzana,depósito,8
sedoso,mejorado,8
sedoso,tienda,8
